StudentID,Age,Gender,Year,StudyHours,AssignmentsAvg,HomeworkCompletionRate,AttendanceRate,ParticipationScore,MidtermScore,ProjectScore,FinalExamScore,SES,ParentalEducationLevel,StudyGroupHours,LibraryUsage,ExtraCreditScore,FinalGrade,Passed
9050,24,1,4,11.82,33.45,35.02,69.27,4.02,38.04,36.56,36.29,3.69,2,3.52,6.96,3.28,31.39,0
9051,17,1,3,15.39,45.1,49.71,82.37,6.15,42.0,46.2,40.92,4.57,2,4.87,10.78,4.38,39.67,0
9052,18,0,4,14.52,42.24,43.29,76.16,5.12,41.42,42.3,43.42,3.27,2,4.19,9.22,4.07,41.82,0
9053,21,1,2,12.86,34.87,31.91,66.61,3.42,33.91,34.18,34.91,4.63,3,3.24,6.77,3.34,32.94,0
9054,19,1,3,14.6,38.58,40.78,72.49,3.99,40.88,40.77,39.92,4.12,2,4.05,7.46,3.79,34.22,0
9055,19,1,5,12.21,31.77,38.14,72.93,4.75,33.84,33.62,32.36,4.66,2,3.97,8.49,3.48,33.78,0
9056,19,1,5,18.92,48.5,49.12,66.39,3.53,51.52,50.84,51.06,4.17,2,4.57,8.07,4.29,50.05,0
9057,25,1,5,15.51,41.19,45.98,73.62,4.29,43.94,42.66,44.04,5.92,3,4.65,10.05,4.34,50.02,0
9058,25,0,2,15.58,44.0,47.26,77.68,5.44,41.87,44.12,40.45,5.35,3,4.79,10.68,4.16,34.86,0
9059,19,1,4,15.1,40.57,39.75,68.0,3.62,44.4,43.69,45.61,5.75,3,4.19,7.9,4.12,48.29,0
9060,22,0,1,11.92,32.98,36.47,70.21,4.12,33.89,36.57,33.77,4.45,2,3.56,7.52,3.45,25.83,0
9061,18,1,2,15.23,39.91,40.16,68.92,3.85,43.82,42.37,42.07,3.68,2,3.61,7.88,4.22,40.57,0
9062,19,0,1,9.54,30.44,34.63,78.79,5.22,27.49,29.47,29.62,3.94,2,3.89,8.42,3.15,22.36,0
9063,19,0,4,15.68,41.97,42.8,73.38,4.75,46.68,46.47,44.68,6.2,3,4.62,8.72,4.43,50.7,0
9064,19,0,4,23.98,66.63,66.23,80.87,5.65,67.39,70.8,68.97,5.24,3,6.46,13.43,6.65,62.47,1
9065,22,0,3,9.93,29.12,24.29,59.42,1.82,28.85,30.14,29.92,2.18,1,1.87,3.84,2.23,41.02,0
9066,20,0,3,11.81,31.82,25.74,59.77,1.88,35.42,31.49,37.93,5.48,3,2.95,4.61,3.32,41.01,0
9067,24,0,2,18.18,48.89,53.67,74.85,4.79,51.65,53.39,51.72,6.37,3,5.06,10.66,4.75,45.51,0
9068,21,0,2,11.49,27.96,27.93,63.08,2.57,31.82,32.26,31.58,1.94,1,2.33,5.09,2.75,28.96,0
9069,18,1,3,18.49,48.65,50.9,70.96,4.02,54.68,54.31,53.62,5.31,3,4.78,9.59,5.08,56.18,0
9070,24,0,5,20.27,58.72,64.52,85.66,6.65,,61.54,57.91,5.33,3,6.49,13.93,5.96,58.09,0
9071,18,0,4,17.76,50.07,49.33,70.35,4.02,51.66,50.52,50.37,7.16,3,5.02,9.48,4.77,46.52,0
9072,23,0,3,14.77,46.15,42.94,73.58,4.61,43.64,45.35,43.31,4.42,2,4.11,8.65,4.35,50.02,0
9073,21,0,3,20.97,57.46,59.52,78.82,5.49,59.8,62.41,61.26,6.45,3,6.21,12.32,6.11,59.52,0
9074,24,1,4,17.14,49.13,48.13,74.76,4.93,50.85,47.23,53.26,6.17,3,5.1,10.0,4.75,48.98,0
9075,21,1,1,17.06,47.25,43.63,67.01,3.3,50.71,48.74,48.03,3.59,2,4.29,7.67,4.29,51.92,0
9076,22,0,3,17.8,,53.61,81.65,6.31,49.65,49.3,50.05,6.93,4,5.74,12.45,5.15,52.68,0
9077,24,0,4,9.21,26.52,26.52,67.62,4.08,24.44,26.84,25.14,4.89,3,3.08,6.27,2.29,23.69,0
9078,24,1,4,18.06,51.49,58.59,80.72,6.49,51.3,51.9,50.18,5.92,3,5.84,11.81,5.2,49.29,0
9079,18,0,3,11.31,30.89,31.33,64.54,3.05,33.55,31.35,30.01,4.88,3,3.28,5.71,3.14,33.6,0
9080,22,0,3,20.17,57.46,57.76,75.99,5.22,57.15,56.76,56.94,3.35,2,5.12,10.8,5.18,60.05,1
9081,24,1,3,11.78,35.55,40.91,75.5,4.96,36.66,36.39,35.23,4.36,2,3.77,8.67,3.61,28.33,0
9082,19,0,4,16.84,49.09,54.24,78.17,5.45,46.68,46.46,46.48,3.7,2,4.84,11.18,4.7,47.71,0
9083,20,0,3,13.3,40.77,39.42,70.28,3.68,40.93,40.64,41.23,5.24,3,3.93,7.92,3.57,46.22,0
9084,25,1,1,17.81,49.7,48.74,66.64,2.79,53.51,51.99,52.33,4.98,2,4.48,8.12,4.64,49.85,0
9085,24,0,1,17.96,46.93,47.69,63.97,2.66,55.8,51.95,55.58,5.07,3,4.63,7.96,4.86,53.62,0
9086,25,1,2,9.33,27.62,28.45,63.93,2.62,30.22,32.35,29.27,1.43,1,2.27,4.67,2.08,27.03,0
9087,21,0,4,21.15,59.43,57.65,74.59,4.59,61.56,61.15,62.49,4.53,2,5.33,10.75,5.52,63.16,1
9088,24,0,4,16.3,45.77,43.93,68.14,3.11,49.17,46.69,46.73,3.66,2,4.01,7.06,4.26,37.18,0
9089,23,1,3,22.78,67.76,73.23,90.73,7.63,65.31,68.66,66.72,5.0,3,6.79,15.34,6.79,67.34,1
9090,20,0,3,20.99,56.74,57.75,78.18,5.0,56.05,58.12,58.69,3.57,2,5.67,11.09,5.44,52.64,0
9091,23,1,4,12.3,38.02,45.51,79.18,6.04,35.47,36.61,35.54,3.35,2,4.34,9.83,3.58,31.96,0
9092,17,1,3,25.17,71.28,69.86,77.55,5.31,73.43,71.78,73.15,7.63,4,7.16,13.8,6.92,77.3,1
9093,23,0,3,16.14,44.65,50.02,77.6,6.02,41.48,47.51,43.13,6.71,3,5.0,11.44,4.63,45.76,0
9094,17,1,4,20.75,59.17,59.33,73.93,4.31,60.47,59.39,57.05,4.53,2,5.35,9.83,5.51,55.85,0
9095,24,1,1,14.81,40.63,39.08,64.94,2.91,45.2,45.53,44.0,5.01,3,3.77,7.14,3.86,38.47,0
9096,21,0,5,13.2,38.62,42.12,76.6,5.54,36.2,39.15,37.65,4.39,2,4.31,9.52,3.69,34.78,0
9097,25,0,5,9.96,28.54,33.48,74.64,6.01,25.24,30.45,25.98,4.83,2,3.8,9.15,3.05,25.15,0
9098,23,0,1,17.14,49.78,54.1,81.66,6.17,47.08,50.44,48.72,6.31,3,5.73,12.16,4.92,52.85,0
9099,18,0,4,12.75,31.86,35.09,67.32,3.55,36.55,35.41,35.13,3.5,2,3.09,6.9,3.22,34.53,0
9100,24,1,5,10.42,29.66,31.7,72.66,4.68,28.91,29.86,28.48,5.38,3,3.49,8.06,3.15,24.13,0
9101,24,1,4,19.95,57.29,60.26,84.97,6.95,53.94,57.5,54.7,6.42,3,6.23,13.63,5.91,56.52,0
9102,21,0,2,18.75,49.82,45.37,64.94,2.45,54.56,51.91,53.86,4.79,2,4.43,7.19,4.61,57.49,0
9103,22,1,1,19.13,54.87,50.47,71.09,3.39,54.74,55.25,56.28,5.41,3,5.01,9.16,5.11,43.34,0
9104,21,1,2,18.71,52.7,53.38,76.85,5.51,51.89,50.36,54.94,5.54,3,5.4,11.32,5.34,49.92,0
9105,21,1,1,18.3,53.6,53.05,74.55,4.72,49.96,52.23,51.64,3.41,2,4.62,9.99,4.79,52.38,0
9106,19,1,4,17.85,50.11,54.39,75.1,4.97,49.79,54.03,52.89,3.47,2,5.05,9.56,4.84,42.54,0
9107,18,0,3,21.44,63.57,62.35,80.93,5.5,63.45,61.83,62.66,3.84,2,5.94,12.49,5.89,62.42,1
9108,18,1,2,11.81,33.12,36.5,68.14,3.58,34.37,35.52,34.52,3.88,2,3.18,6.17,3.36,39.67,0
9109,24,0,4,17.9,46.83,43.52,69.5,3.6,48.65,48.48,49.91,6.36,3,4.88,9.01,4.85,39.44,0
9110,23,1,3,20.62,59.61,59.91,81.74,5.74,57.74,58.71,59.52,5.29,3,5.86,11.85,5.77,57.45,0
9111,20,1,5,19.76,56.63,56.8,75.21,4.64,57.02,56.01,54.85,4.17,2,5.16,10.49,5.22,50.16,0
9112,20,1,3,20.71,62.74,62.51,78.53,5.35,56.42,62.22,61.38,4.65,2,6.03,11.82,5.43,62.31,1
9113,17,1,4,14.42,38.99,38.51,68.09,3.99,39.95,42.79,39.97,7.14,4,4.47,8.48,4.1,39.12,0
9114,20,0,4,16.25,47.57,50.3,75.2,4.77,47.03,47.64,45.24,5.54,3,5.18,9.69,4.65,43.09,0
9115,17,0,1,12.12,32.36,37.82,76.56,5.52,30.68,32.32,34.0,4.06,2,3.93,8.94,3.58,33.29,0
9116,25,1,4,23.05,65.22,67.13,79.63,5.46,68.89,66.14,67.08,6.77,3,6.8,13.02,6.77,67.69,1
9117,24,1,2,4.87,12.03,14.05,58.15,2.1,12.66,14.95,14.4,3.87,2,1.34,2.51,1.25,14.93,0
9118,24,1,2,7.87,23.15,28.63,71.43,4.5,23.58,24.04,23.68,4.81,2,2.92,6.66,2.42,27.84,0
9119,21,0,3,12.06,34.8,35.48,71.29,4.13,36.64,37.51,35.53,5.78,3,3.56,8.64,3.35,35.27,0
9120,21,1,4,6.62,18.38,18.67,59.52,2.06,19.41,20.81,18.77,3.72,2,1.72,3.22,1.51,17.83,0
9121,22,0,3,16.75,47.44,43.81,72.92,4.76,46.04,47.0,46.19,6.09,3,4.86,9.82,4.57,43.06,0
9122,22,1,2,18.86,49.7,58.15,77.96,5.39,50.37,53.92,52.21,3.61,2,4.95,10.75,5.16,49.51,0
9123,20,1,5,16.4,48.56,47.01,73.45,4.71,47.1,48.95,48.79,6.88,3,4.85,10.03,4.8,52.41,0
9124,17,0,2,17.31,47.93,44.73,71.81,4.08,49.35,48.49,49.19,5.94,3,4.65,8.96,4.71,54.29,0
9125,17,0,3,18.02,50.81,49.39,69.87,3.91,50.06,51.21,51.84,4.69,2,4.68,8.95,4.63,52.11,0
9126,22,0,3,15.6,44.98,47.57,80.56,6.37,40.71,45.39,44.62,5.25,3,4.78,11.57,4.56,41.48,0
9127,20,0,2,19.54,52.61,50.33,73.77,4.55,53.86,55.93,54.06,5.58,3,5.06,10.03,4.88,56.67,0
9128,22,0,2,21.33,59.12,59.48,76.33,4.62,60.67,61.61,62.85,5.39,3,5.99,10.99,5.76,65.05,1
9129,21,1,1,10.39,25.94,24.98,64.71,3.07,28.69,27.86,29.41,4.08,2,2.52,5.37,2.6,27.12,0
9130,19,1,4,11.98,33.68,43.51,77.53,6.0,33.18,37.36,35.35,3.7,2,4.01,9.61,3.23,37.29,0
9131,21,0,2,19.14,54.66,57.83,77.51,5.47,52.9,54.32,54.56,5.11,3,5.25,10.76,5.08,52.63,0
9132,23,0,5,21.38,54.96,51.02,64.42,2.28,59.19,59.55,60.19,5.11,2,4.76,7.66,5.25,59.53,0
9133,21,1,3,10.96,28.77,24.47,55.28,1.32,29.66,30.24,28.62,2.97,1,2.12,3.2,2.3,30.17,0
9134,17,1,2,16.39,45.57,43.65,70.81,4.12,46.51,45.38,46.94,6.1,3,4.37,9.02,4.39,44.83,0
9135,23,0,2,15.18,41.46,44.44,70.22,4.19,43.95,44.7,42.92,4.63,2,4.06,8.37,4.04,39.09,0
9136,19,1,3,15.97,42.28,43.82,70.8,3.76,43.03,42.59,44.2,3.99,2,4.14,8.04,3.8,38.39,0
9137,17,0,3,19.8,55.37,55.86,73.11,4.31,57.46,56.31,54.34,4.76,2,4.95,9.51,5.31,70.68,1
9138,19,1,2,18.23,48.53,52.43,77.04,4.99,50.62,48.45,52.2,3.97,2,4.89,9.54,4.58,53.22,0
9139,22,1,3,19.37,55.76,58.96,79.53,5.44,53.32,55.14,55.49,5.58,3,5.59,11.54,5.5,48.38,0
9140,18,0,2,14.2,38.51,38.5,69.59,4.15,39.08,38.41,39.62,4.62,2,3.99,7.24,3.72,41.06,0
9141,17,1,4,11.2,31.91,32.9,70.18,4.13,31.76,31.04,29.95,5.61,3,3.59,8.09,3.23,28.02,0
9142,21,0,1,19.77,54.51,55.96,74.73,4.61,55.62,55.49,57.99,6.52,3,5.52,11.08,5.49,60.96,1
9143,20,1,1,23.28,67.38,66.39,78.82,5.44,67.7,67.22,69.4,6.37,3,6.78,12.36,6.54,66.89,1
9144,17,1,3,6.87,15.28,15.53,58.27,2.06,17.4,19.58,18.0,4.26,2,1.75,3.17,1.35,17.45,0
9145,20,0,3,13.07,37.07,48.34,85.22,6.82,37.18,37.52,37.04,5.78,3,4.87,11.76,3.86,28.93,0
9146,23,1,4,20.61,55.69,54.61,75.06,4.94,57.25,57.04,55.8,4.03,2,5.3,10.86,5.43,53.54,0
9147,24,1,5,13.51,39.07,42.85,73.6,5.08,40.0,41.29,40.68,4.03,2,3.92,9.38,3.55,43.36,0
9148,22,0,3,19.07,57.72,56.69,81.86,5.71,52.48,57.21,54.31,5.19,3,5.96,12.33,5.32,58.07,0
9149,23,1,4,9.71,28.26,33.32,79.28,5.97,24.98,30.03,26.28,4.34,2,3.36,9.05,2.98,24.54,0
9150,19,1,4,26.9,79.03,79.82,86.29,6.55,79.39,76.2,78.68,5.48,3,7.65,15.09,7.5,83.35,1
9151,25,0,2,17.74,46.23,40.54,62.9,2.61,48.4,48.98,49.53,5.97,3,4.05,6.6,4.39,44.55,0
9152,18,1,3,25.36,71.01,62.82,67.05,2.78,74.42,69.94,72.05,5.02,3,6.02,10.32,6.39,71.71,1
9153,19,1,3,16.44,50.7,55.64,,6.19,45.87,46.36,48.34,7.74,4,5.66,11.92,4.92,39.07,0
9154,24,0,2,18.84,57.69,64.67,87.02,7.65,51.65,54.74,53.31,5.57,3,6.36,14.39,5.67,54.8,0
9155,19,0,4,18.25,50.23,54.65,78.12,5.85,51.31,54.66,52.22,6.48,3,5.6,11.42,5.23,52.3,0
9156,25,0,4,14.58,41.7,46.31,77.3,5.2,38.86,42.3,41.92,3.39,2,4.35,9.71,4.33,32.06,0
9157,20,1,3,14.85,40.56,39.03,70.72,4.03,42.36,40.69,39.32,4.92,2,4.2,7.6,4.0,32.52,0
9158,20,1,3,15.37,41.69,48.39,79.62,5.9,39.29,47.41,42.33,3.74,2,4.66,10.21,4.27,50.13,0
9159,22,1,2,9.31,20.86,23.27,61.46,2.48,23.97,25.2,26.66,5.66,3,2.11,3.78,2.44,27.99,0
9160,18,0,1,11.76,35.2,38.98,73.35,4.42,33.48,36.18,34.31,4.62,2,3.84,8.29,3.4,41.59,0
9161,17,0,2,19.93,55.62,59.75,78.03,5.61,56.8,54.58,54.39,8.41,4,6.22,12.41,6.18,51.02,0
9162,18,0,4,22.98,65.73,67.7,77.51,4.76,68.59,66.55,67.51,4.84,3,6.31,12.39,6.61,65.65,1
9163,25,0,4,28.05,78.78,77.94,78.09,4.45,81.67,79.63,80.94,5.57,3,7.3,13.05,7.39,73.46,1
9164,21,1,3,15.31,44.79,48.12,72.42,4.3,45.32,45.38,43.05,2.84,1,4.2,8.47,4.06,40.43,0
9165,21,0,3,18.17,49.24,46.56,69.97,3.96,51.0,52.69,50.99,6.63,4,5.01,9.93,4.98,44.93,0
9166,17,1,3,,27.15,27.9,68.84,3.65,30.91,28.79,30.63,1.83,1,2.58,5.28,2.56,28.35,0
9167,19,1,1,7.03,16.67,17.17,62.6,2.64,17.58,22.02,20.21,3.52,2,1.77,3.23,1.83,21.76,0
9168,17,1,3,21.79,61.88,67.06,78.61,5.56,64.13,61.93,63.56,6.81,4,6.34,13.09,6.57,60.51,1
9169,18,1,4,14.48,43.26,39.15,76.4,5.28,40.65,40.13,42.44,4.14,2,4.38,9.43,3.89,38.16,0
9170,19,0,4,12.43,33.76,26.34,60.08,1.93,34.75,34.31,34.77,4.89,3,2.95,4.93,3.24,37.81,0
9171,21,0,3,17.5,49.81,54.9,79.53,6.02,49.2,51.99,48.99,5.32,3,5.41,11.73,5.25,46.54,0
9172,24,0,1,24.48,69.74,70.98,82.1,5.87,68.69,70.18,70.34,6.9,3,6.94,14.11,6.78,63.59,1
9173,17,0,3,14.73,40.83,37.73,66.27,3.58,41.39,39.76,39.46,5.73,3,4.27,7.22,3.94,42.8,0
9174,17,1,2,16.24,44.83,52.59,78.34,6.1,44.05,49.09,45.29,5.68,3,4.83,11.54,4.5,37.2,0
9175,20,0,2,13.13,37.29,42.72,78.03,5.45,34.78,37.95,37.44,3.73,2,4.01,9.53,3.65,47.94,0
9176,17,0,1,20.2,56.43,61.68,83.27,6.59,53.59,55.28,55.33,4.69,3,5.76,13.27,5.66,59.37,0
9177,20,1,2,20.82,61.19,61.96,81.27,5.97,59.78,59.64,60.91,6.41,3,6.34,12.85,6.09,59.72,0
9178,21,0,4,12.33,35.44,35.95,71.11,4.38,32.49,37.82,35.59,2.92,2,3.51,7.51,3.3,40.78,0
9179,23,1,3,21.74,58.93,55.27,66.76,2.63,63.7,63.23,63.83,4.78,3,5.17,9.13,5.61,59.54,0
9180,19,0,2,13.23,40.57,39.95,75.84,5.66,35.9,38.6,37.17,7.15,4,4.62,9.93,4.09,31.3,0
9181,23,1,5,19.86,61.7,68.69,94.09,8.52,55.49,59.37,56.28,3.77,2,6.68,14.89,5.96,52.37,0
9182,24,1,5,10.29,29.27,27.52,65.29,3.21,28.66,28.93,30.12,4.77,2,2.81,5.09,2.6,24.89,0
9183,19,1,2,11.64,33.97,30.26,67.05,3.38,35.87,33.26,33.63,5.34,3,3.47,5.82,3.37,35.3,0
9184,25,0,4,10.28,26.53,29.77,62.5,2.68,30.27,30.18,28.87,4.18,2,2.48,5.34,2.66,33.59,0
9185,24,1,2,14.63,41.99,49.38,78.12,5.68,43.04,46.01,42.57,3.91,2,4.66,10.22,4.27,41.76,0
9186,18,1,4,13.43,40.34,43.19,77.36,5.12,39.21,39.87,41.25,5.88,3,4.32,9.57,4.2,40.74,0
9187,25,1,3,22.02,63.28,65.91,81.41,5.96,64.13,64.83,63.99,5.56,3,6.61,12.61,6.28,68.37,1
9188,17,0,2,18.08,49.32,50.18,73.81,4.61,53.32,54.66,50.36,4.88,2,5.0,10.17,5.07,55.54,0
9189,17,1,1,8.8,24.64,29.19,73.01,4.98,,27.52,25.93,5.0,2,3.51,7.82,2.71,26.59,0
9190,25,1,1,17.98,46.65,41.4,58.63,1.25,51.55,50.18,50.64,4.8,2,3.94,5.66,4.29,43.5,0
9191,19,1,5,13.2,40.6,45.0,80.38,6.16,35.88,38.66,38.74,5.74,3,4.46,10.68,4.12,32.67,0
9192,24,0,1,17.11,45.58,47.92,72.33,4.25,48.88,49.5,48.83,5.42,3,4.86,9.31,4.68,47.33,0
9193,19,0,3,12.16,34.74,35.42,70.61,3.76,34.97,33.27,35.17,3.98,2,3.42,7.39,3.21,31.53,0
9194,24,1,2,25.97,78.64,78.72,91.02,7.73,73.82,74.96,73.57,7.22,4,7.81,16.31,7.58,68.78,1
9195,24,0,2,10.02,28.67,34.6,75.0,5.08,28.59,30.75,29.22,5.07,2,3.62,8.23,3.09,30.73,0
9196,24,1,3,20.96,60.67,58.57,81.19,5.68,58.22,61.49,62.11,5.42,3,5.96,12.73,5.97,57.83,0
9197,22,0,2,16.35,43.31,37.9,61.87,2.14,47.42,44.83,46.82,3.65,2,3.53,5.86,3.93,44.32,0
9198,18,0,4,18.35,51.48,56.46,81.27,6.06,51.66,52.82,48.82,4.68,2,5.41,11.88,5.08,58.66,0
9199,19,0,4,15.35,42.14,40.98,64.41,3.18,44.33,43.44,45.35,6.64,3,3.74,7.12,4.09,44.62,0
9200,22,1,1,21.79,60.81,60.67,82.22,6.21,59.14,59.35,60.47,5.82,3,6.26,13.14,5.92,56.22,0
9201,23,1,2,20.92,60.67,59.17,73.08,4.03,62.82,60.65,62.34,4.23,2,5.74,9.7,5.55,59.77,0
9202,25,1,1,20.34,55.83,64.18,82.73,6.31,55.3,58.38,57.39,4.1,2,5.81,12.36,5.8,63.23,1
9203,24,1,3,14.43,41.46,48.4,82.69,6.47,41.21,47.05,42.42,5.7,3,5.09,12.05,4.54,35.26,0
9204,17,1,1,18.37,52.58,50.27,70.6,3.65,53.98,53.08,54.32,5.77,3,4.72,8.71,5.04,50.58,0
9205,20,1,5,9.68,24.66,20.33,57.73,1.67,29.27,26.85,27.55,5.49,3,2.46,3.79,2.5,27.66,0
9206,22,1,4,22.04,58.73,60.54,75.64,4.8,60.3,64.17,63.85,4.38,2,5.93,11.83,5.67,64.13,1
9207,24,0,5,22.78,65.5,65.1,77.71,5.13,64.99,63.08,66.95,5.34,3,6.18,11.9,6.09,73.24,1
9208,21,1,5,21.65,63.1,62.38,75.8,4.93,63.01,64.39,65.21,4.63,3,5.63,11.55,6.04,62.15,1
9209,23,1,4,19.31,51.67,53.53,71.66,4.11,56.18,53.16,55.27,4.93,3,4.91,9.48,5.15,50.49,0
9210,22,0,3,9.93,33.34,32.06,71.82,4.46,30.31,30.7,30.75,5.04,2,3.54,7.16,2.66,29.12,0
9211,22,0,5,19.69,57.72,60.82,82.59,6.29,58.87,60.31,58.16,6.27,3,6.49,13.27,5.79,60.38,1
9212,18,1,2,17.46,48.25,49.84,75.08,4.74,50.27,51.59,50.44,6.28,3,5.48,10.11,4.84,50.47,0
9213,23,1,3,11.61,28.27,22.07,55.76,1.55,31.98,31.77,29.18,5.77,3,2.51,3.44,2.67,28.76,0
9214,22,0,2,19.03,51.85,56.51,74.35,4.91,55.3,55.21,54.19,6.28,3,5.36,10.47,5.55,50.5,0
9215,19,1,3,13.51,33.38,30.91,66.57,3.25,,36.38,35.96,3.52,2,3.35,6.72,3.22,25.37,0
9216,21,1,2,17.68,46.67,44.81,63.82,2.81,53.21,49.01,50.66,3.85,2,3.98,6.76,4.37,48.44,0
9217,23,0,3,16.33,43.94,41.67,65.17,2.91,49.65,47.99,47.32,4.09,2,4.15,7.09,4.28,50.81,0
9218,24,1,2,7.02,20.02,26.62,70.11,4.44,20.05,20.94,21.34,3.49,2,2.35,5.93,2.06,17.67,0
9219,24,0,3,10.39,27.76,26.59,62.75,2.28,32.63,30.09,31.54,4.17,2,2.61,4.7,2.44,28.45,0
9220,21,1,3,10.52,29.62,36.32,79.67,5.75,26.88,32.65,29.47,1.84,1,3.48,9.03,2.67,30.82,0
9221,17,0,2,14.65,41.06,41.62,72.26,4.18,40.62,42.29,38.38,4.05,2,3.99,8.37,4.06,42.76,0
9222,22,1,2,16.92,46.84,45.7,69.88,3.93,48.41,48.49,51.32,6.73,3,4.95,9.4,4.87,56.06,0
9223,25,1,3,10.24,25.17,22.48,53.85,1.03,30.98,30.42,28.03,2.7,1,1.62,1.91,2.34,20.86,0
9224,17,1,2,17.98,50.65,48.98,74.83,4.98,51.83,51.98,53.48,5.8,3,5.18,10.04,4.9,51.56,0
9225,17,0,3,17.88,47.94,50.52,71.32,3.99,48.93,50.79,50.04,4.34,2,4.65,9.28,4.69,50.06,0
9226,17,1,3,16.15,44.8,53.29,85.51,6.98,41.04,46.74,45.36,6.06,3,5.41,12.63,4.95,47.37,0
9227,25,1,1,24.14,69.22,73.13,83.68,6.51,69.03,68.81,70.67,5.49,3,7.03,15.11,6.72,68.55,1
9228,19,0,3,11.77,33.14,34.01,70.96,4.43,31.69,36.05,36.23,4.88,2,3.72,7.68,2.99,31.55,0
9229,25,1,3,15.36,41.33,46.48,70.09,3.97,44.25,44.27,42.93,2.53,1,3.79,7.11,3.89,44.75,0
9230,21,1,2,21.45,60.04,61.25,75.71,4.96,56.55,59.7,60.9,3.6,2,5.4,10.98,5.62,55.53,0
9231,21,1,5,18.37,48.29,49.71,71.5,3.75,52.13,50.67,50.7,5.73,3,4.95,8.99,4.62,53.46,0
9232,22,1,5,20.71,57.89,61.13,83.64,6.37,56.74,57.29,57.26,5.25,3,6.0,12.53,5.81,47.94,0
9233,25,1,1,13.7,38.99,38.02,67.6,3.77,40.1,38.42,42.22,4.07,2,3.62,7.26,3.67,42.04,0
9234,18,1,3,16.15,44.1,44.02,71.94,4.04,44.5,45.18,45.43,4.19,2,4.45,8.58,3.83,42.34,0
9235,22,1,1,11.84,31.4,34.96,68.75,3.86,32.81,30.68,31.01,3.93,2,3.48,6.49,2.93,32.66,0
9236,18,1,1,10.93,34.72,34.64,77.12,5.71,34.36,34.07,34.4,7.04,3,4.25,10.18,3.64,39.46,0
9237,20,1,2,19.86,54.37,55.93,74.12,4.04,55.07,55.92,56.48,5.19,3,5.03,9.76,5.25,56.02,0
9238,21,0,3,21.47,60.15,58.38,72.45,3.95,65.02,62.78,61.04,6.19,3,5.57,10.61,5.91,60.43,1
9239,19,0,3,10.91,32.37,38.78,79.13,5.99,30.51,32.35,33.48,4.1,2,3.86,9.78,3.16,31.11,0
9240,19,1,2,26.4,76.48,79.52,91.41,7.85,74.14,75.43,74.26,6.0,3,7.69,16.62,7.71,63.93,1
9241,19,0,3,13.37,37.44,38.66,71.81,4.53,37.02,36.46,36.4,4.74,2,3.9,8.43,3.72,36.69,0
9242,22,0,3,,35.39,32.81,63.1,2.14,39.55,38.37,38.56,4.16,2,3.01,5.47,3.17,39.38,0
9243,18,0,3,11.66,34.13,39.84,74.79,5.06,32.08,35.58,32.26,5.7,3,3.73,8.86,3.74,29.1,0
9244,19,0,3,19.75,55.29,57.72,77.42,5.11,54.69,55.73,55.13,4.2,2,5.01,10.85,5.34,57.8,0
9245,17,1,2,16.62,49.86,53.47,79.36,5.48,46.07,48.49,49.12,4.34,2,5.06,10.75,4.81,53.13,0
9246,25,0,4,16.41,48.13,46.92,74.78,4.78,47.18,48.27,47.91,7.08,4,4.83,10.46,4.89,49.77,0
9247,21,0,5,19.42,56.57,58.73,78.04,5.64,55.56,54.33,55.02,3.14,2,5.43,11.05,5.27,53.46,0
9248,18,0,2,16.84,43.67,46.15,71.39,4.37,47.21,46.16,47.19,4.88,2,4.56,8.97,4.61,46.11,0
9249,17,1,5,9.52,,21.75,60.56,2.62,24.14,26.36,24.47,4.32,2,2.27,4.19,2.33,30.24,0
9250,19,0,1,20.83,56.65,55.18,74.19,4.32,55.19,56.72,57.49,4.68,2,5.22,10.38,5.58,60.28,1
9251,25,1,2,23.13,64.86,67.12,76.15,4.86,66.21,65.52,67.42,5.22,3,6.43,12.26,6.58,72.05,1
9252,25,0,1,14.98,40.52,39.43,65.47,2.96,43.04,43.02,42.59,5.51,3,3.95,6.81,3.86,44.94,0
9253,24,1,2,12.86,39.75,38.78,72.2,4.17,39.06,36.14,40.36,5.3,3,4.01,8.38,3.73,39.7,0
9254,19,1,4,,67.9,62.15,73.92,4.12,68.81,67.62,70.29,6.15,3,6.29,11.0,6.22,72.54,1
9255,21,1,5,19.23,53.61,52.77,73.13,4.12,55.55,55.07,53.59,5.86,3,5.22,9.94,5.27,53.79,0
9256,17,1,3,22.91,62.7,62.82,74.14,4.42,65.44,63.74,63.1,5.57,3,5.93,11.38,6.1,63.8,1
9257,23,0,1,17.88,50.72,54.94,78.98,5.88,49.89,52.13,50.66,6.03,3,5.56,11.43,5.46,52.32,0
9258,18,0,5,16.69,48.56,48.14,76.31,5.07,49.87,47.21,48.7,4.07,2,4.73,10.35,4.42,43.23,0
9259,20,1,4,16.32,46.8,43.52,70.35,4.0,45.82,47.59,47.05,3.37,2,3.82,8.06,4.16,43.34,0
9260,25,0,1,14.81,40.15,41.87,73.96,4.73,41.78,43.36,39.51,5.35,3,4.27,9.31,4.13,39.12,0
9261,18,0,3,9.89,31.18,28.19,63.76,2.91,29.72,30.76,33.22,5.63,3,2.99,5.41,2.84,36.76,0
9262,25,0,3,19.02,53.51,56.24,82.43,6.24,53.24,55.9,53.34,6.68,4,6.19,12.64,5.6,51.3,0
